0,1,label
16.998608,13.452207,Man
16.290886,14.122383,C
-12.90168,-7.5431366,m82
-1.0363585,1.2724991,88
-9.240817,-5.1021323,Sal
13.183915,14.236515,Man
-7.774858,-3.1482754,hp2dg
9.4098215,3.8206744,C
-5.004722,-13.96991,m82
9.284594,8.76513,C
-16.671179,-14.345106,m82
-16.594627,-16.352219,88
-6.662429,-7.5616355,Sal
7.7663703,15.2788105,Man
16.8423,9.703794,hp2dg
18.418709,22.258516,C
-20.35058,-19.133778,m82
-12.2232485,-6.7062354,88
-12.403257,-3.8431807,m82
9.08821,3.554957,88
-20.711096,-25.301369,Sal
10.928848,18.29298,Man
16.470642,17.17559,hp2dg
-13.190812,-11.311906,C
-22.270748,-26.010025,m82
-15.989605,-20.301407,88
1.096628,2.147778,Sal
-11.933015,-5.0644574,88
-16.656876,-20.406713,Sal
8.12724,13.694413,Man
14.218257,6.2348175,hp2dg
8.717625,13.621179,C
-12.084688,0.07396273,m82
-8.367183,-14.461038,88
-12.640305,-11.201756,Sal
7.7450504,9.792196,C
8.737287,16.752098,Sal
0.90730786,3.7197385,Man
17.111187,10.898344,hp2dg
10.52397,17.045681,C
-3.9566665,-3.1374886,m82
-9.346807,-13.093984,88
-19.876581,-24.47528,Sal
7.1804075,15.434834,Man
11.382791,9.148761,hp2dg
12.76832,17.939453,Man
20.004503,12.884769,hp2dg
15.270102,18.810951,C
1.0690457,-2.9022555,m82
3.0794368,7.64243,88
1.5522139,-1.6462781,Sal
21.337194,25.281004,C
15.064409,16.368423,hp2dg
10.193764,9.847216,Man
16.835266,13.061428,Man
16.642645,12.341571,C
-18.904186,-19.738058,m82
13.736206,7.1138353,88
-9.531858,-0.9485465,Sal
12.656544,6.292705,Man
-6.4470863,-0.9152125,hp2dg
15.12818,9.670126,C
-5.552681,-13.496094,m82
13.326878,7.1666894,C
-23.062069,-23.771126,m82
-21.965305,-24.58197,88
-6.815196,-12.678719,Sal
6.135445,3.8281763,Man
16.30909,10.715801,hp2dg
19.563536,22.98201,C
-20.713741,-19.537727,m82
-11.4673195,-7.677168,88
-13.145424,-7.4544716,m82
5.7945995,5.427221,88
-24.54023,-27.781927,Sal
8.179318,12.235552,Man
25.29138,10.761426,hp2dg
4.8997045,5.7409754,C
-19.35603,-12.72017,m82
-4.484852,-8.535584,88
-10.361497,-1.2822772,Sal
-23.05118,-24.918346,88
6.3364387,5.0589914,Sal
8.164159,12.1589155,Man
22.173075,10.221054,hp2dg
-2.8854718,-2.3160539,C
-19.218668,-22.221983,m82
-21.319925,-24.488773,88
-19.621914,-22.606125,Sal
13.192172,6.5135746,C
-7.743586,-2.4047332,Sal
-2.9567184,-3.8641374,Man
17.265432,11.251138,hp2dg
6.0301957,4.413696,C
-2.699427,-3.1408286,m82
5.316091,4.457236,88
-16.152119,-21.506325,Sal
1.0427973,0.5394493,Man
14.388818,7.9487996,hp2dg
11.496396,8.151254,Man
15.654789,5.7036448,hp2dg
16.41911,16.765104,C
12.530954,15.68628,m82
13.422393,16.357195,88
4.973306,1.31864,Sal
21.77071,26.651651,C
16.191633,11.382309,hp2dg
15.923601,19.342274,Man
20.710909,22.014414,Man
18.003607,21.367409,C
-14.552667,-4.4188037,m82
0.52518225,-5.262049,88
-12.564616,-13.253528,Sal
16.058792,19.810324,Man
3.8946533,8.392284,hp2dg
16.671064,20.696712,C
7.2896757,4.169396,m82
9.439671,17.680845,C
-18.359535,-14.789653,m82
-12.861128,-14.071167,88
-8.903145,-12.481098,Sal
16.735744,21.182775,Man
20.623854,25.231764,hp2dg
19.955366,23.816664,C
-12.496205,-0.58499956,m82
-9.992269,-6.2813425,88
-18.765598,-15.860762,m82
10.474357,8.053271,88
-15.63234,-13.497616,Sal
3.2928948,0.76577836,Man
21.679491,20.044647,hp2dg
-8.581199,-10.457356,C
-8.243926,-6.3375983,m82
-12.23593,-14.678506,88
0.5608977,-3.6230428,Sal
-1.9234009,-6.4232273,88
3.572531,-2.0879982,Sal
10.360981,11.7492075,Man
23.018547,10.504166,hp2dg
5.8480153,11.078818,C
4.230402,6.6799164,m82
-7.5095015,-6.166366,88
-5.559758,-6.7674546,Sal
4.151659,-1.4536537,C
2.8109725,1.9823474,Sal
7.0043774,-0.2380178,Man
20.555147,23.507967,hp2dg
1.2290039,11.939077,C
4.0494494,12.927016,m82
-0.4201871,-2.821341,88
-1.653355,-3.8519475,Sal
6.7755575,8.186092,Man
21.34858,10.692144,hp2dg
12.102992,10.921756,Man
1.4181771,11.680631,hp2dg
21.708815,11.585866,C
2.9067328,-1.9545274,m82
3.9766788,-0.5857909,88
9.531193,8.788345,Sal
22.06638,26.432117,C
21.736538,9.810183,hp2dg
9.284413,15.824249,Man
18.370659,14.36341,Man
21.119257,21.020815,C
-23.676474,-26.72233,m82
9.388754,10.751476,88
-18.309597,-20.76208,Sal
-3.3692691,-11.599901,Man
-9.68325,-6.513019,hp2dg
4.862116,9.55527,C
-4.033164,-13.043545,m82
-2.3210154,-4.6737056,C
-19.922184,-16.501587,m82
-22.003294,-25.106121,88
-18.230837,-22.007915,Sal
12.176935,9.328803,Man
0.9938559,11.587702,hp2dg
18.51988,21.504946,C
-25.199036,-28.02443,m82
-8.447313,-8.550121,88
-22.29077,-24.030163,m82
-3.316268,-12.737044,88
-24.586731,-27.085604,Sal
10.965935,13.945023,Man
24.136393,10.434774,hp2dg
3.9265814,2.0088103,C
-17.425318,-17.247345,m82
-10.188782,-14.460523,88
2.4461408,3.0961099,Sal
7.961346,16.77472,88
-19.039913,-23.779272,Sal
10.619854,11.392006,Man
23.011473,9.8896885,hp2dg
7.129956,9.971387,C
-17.57586,-20.853271,m82
-9.437751,-9.270306,88
-19.683762,-21.81699,Sal
12.044744,16.197756,C
1.9221603,1.7046021,Sal
8.845057,10.824896,Man
21.653103,11.368911,hp2dg
17.910923,20.114868,C
-4.082371,-2.4518971,m82
-0.6658012,-2.2536063,88
-8.775067,-11.740621,Sal
0.572306,-0.07458306,Man
6.239295,11.296078,hp2dg
12.067276,10.411274,Man
1.8912878,12.0145,hp2dg
14.595825,17.876143,C
0.8106714,-2.3295603,m82
-4.1876163,-12.865302,88
10.119697,13.208567,Sal
21.651232,24.995937,C
24.28665,11.093594,hp2dg
11.4720125,18.4568,Man
20.137268,21.295826,Man
19.848688,20.414822,C
-17.417736,-16.68457,m82
-16.707197,-22.496803,88
-24.069311,-26.128729,Sal
