0,1,label
2.0992749,-0.13176394,A1
-4.0244536,-5.179833,2d
8.315309,1.6374197,m82
-10.110208,15.840349,C
-9.595936,-34.79005,P
-0.6140157,12.253115,88
-7.4887943,19.383404,C
9.936083,-2.5353954,A1
0.92769563,1.0046453,2d
9.206309,-3.5505562,A1
7.5412617,-2.5454342,A1
-2.548932,17.959583,88
-11.32683,16.852242,C
-7.733509,-40.56943,P
-2.3128328,19.962349,88
4.116036,6.0773735,m82
-7.751393,-35.043476,P
10.221919,6.563477,m82
-2.2800338,13.554207,88
7.7613897,-2.92302,A1
-1.8304392,19.8067,88
-2.977629,-4.180735,2d
-6.4753523,-35.2944,P
-1.3256062,17.232553,88
7.09377,-2.091707,m82
-4.8842406,-35.337917,P
-10.476145,18.834019,C
-3.7753854,-5.49189,2d
8.5197315,-3.4438984,A1
9.373978,6.052688,m82
-2.4896584,-4.9197545,2d
-5.514962,-34.775425,P
-12.027336,21.577093,88
-12.953677,21.222061,C
-4.57264,-5.515731,2d
-3.7678926,-37.660954,P
4.500855,6.008159,m82
4.3120317,-2.0376866,A1
9.2580595,2.060071,m82
-12.438042,21.405634,C
-12.282243,20.493603,C
-1.3716391,18.92034,88
-4.633366,-35.67502,P
0.1110872,17.419397,m82
2.7031631,-2.5110927,2d
-10.982118,20.41606,C
10.011481,-2.6729314,A1
-1.1578319,-4.5577497,2d
13.065692,-5.3386326,A1
-1.6223819,-3.810506,2d
8.461471,1.7657537,m82
-12.287331,19.27987,C
-7.718265,-35.788307,P
2.473395,8.248107,88
1.9994315,8.458496,C
9.653627,1.3529469,A1
4.264767,-2.9177842,2d
12.891025,-4.9751487,A1
13.649162,-6.2821703,A1
-0.102985725,11.390534,88
-14.928892,20.68194,C
-10.022179,-36.711918,P
0.4760165,15.975003,88
9.764243,3.6642833,m82
-7.0054765,-34.94118,P
11.032945,2.8439074,m82
0.48257807,14.020329,88
11.517965,1.402038,A1
-2.9165459,13.02405,88
0.7241577,0.12852655,2d
-8.717616,-36.963814,P
0.4529337,15.401353,88
10.034251,2.5044606,m82
-9.923749,-35.67808,P
-13.348091,18.624655,C
2.4838922,1.1497972,2d
9.811348,-3.5702164,A1
5.760905,-2.4329395,m82
-0.29449213,-3.2256608,2d
-5.802106,-35.81628,P
-5.471227,14.063318,88
-12.901183,18.673298,C
-0.30813283,0.9313886,2d
-6.0956326,-36.0825,P
11.048374,6.294154,m82
6.5417786,-1.6581718,A1
11.398805,6.652748,m82
-3.266118,11.522162,C
-10.773405,21.104385,C
1.3443378,9.116039,88
-7.582949,-37.40954,P
6.9623747,3.7449455,m82
1.9455676,-4.0054936,2d
-4.722167,-4.195499,C
12.116933,-4.551645,A1
0.75701547,-3.819339,2d
